EmployeeId,CommuteDistance,DegreeCompleted,DegreeField,Department,EmploymentEndDate,EmploymentEndReason,EmploymentStartDate,Gender,JobLevel,MaritalStatus,NumPreviousCompanies,NumYearsWorked,OvertimeDays,OvertimeHours,Salary,TrainingsAttended,TravelFrequency,WeeklyHoursBudgeted,YearOfBirth
1448,13,Bachelor,Business,Marketing,,,2017-07-17,Male,2,Married,2.0,9,3,10,39500,2,Monthly,40,1989
1449,8,Bachelor,Technical Degree,Marketing,2019-07-19,Went to another company,2019-03-17,Female,2,Married,7.0,30,4,12,73400,1,,40,1964
1450,13,Bachelor,Other,Information Technology,,,2011-02-21,Female,1,Married,0.0,9,2,7,57400,1,No travel,40,1984
1451,5,Bachelor,Technical Degree,Accounting,2019-04-10,Went to another company,2016-08-27,Female,2,Married,1.0,14,2,6,82400,1,Weekly,40,1984
1452,8,Bachelor,Business,Human Resources,,,2014-03-02,Female,2,Single,1.0,10,6,8,52000,0,,40,1986
1453,10,Master,Marketing,Information Technology,,,2010-10-12,Male,4,Single,2.0,24,1,4,119000,0,weekly,40,1974
1454,12,Master,Finance,Marketing,2019-01-16,Went to another company,2010-04-27,Female,5,Single,1.0,16,7,9,64600,2,Monthly,40,1978
1455,11,Master,Marketing,Other,2019-01-07,Went to another company,2015-04-02,Female,3,Single,2.0,15,3,5,72600,1,,40,1979
1456,6,Master,Computer Science,Marketing,,,2018-04-07,Male,5,Single,5.0,32,1,4,103700,1,weekly,40,1962
1457,16,Master,Other,Sales,2019-12-09,Retired,2018-07-15,Female,2,Married,,1,1,2,24900,0,Monthly,40,1994
1458,1,Bachelor,Business,Marketing,,,2009-03-31,Female,1,Divorced,0.0,11,1,2,38100,0,No travel,40,1986
1459,10,Master,Finance,Other,,,2019-04-14,Male,2,Divorced,4.0,19,1,2,74300,1,monthly,40,1977
1460,8,Master,Business,Information Technology,,,2011-05-02,Male,4,Married,4.0,38,1,6,180100,1,No travel,40,1956
1461,12,Bachelor,Marketing,Other,,,2015-10-12,Female,3,Single,3.0,21,1,4,86700,1,Weekly,40,1973
1462,6,Bachelor,Finance,Marketing,2019-06-14,Went to another company,2014-04-30,Female,2,Married,2.0,16,1,3,48500,2,monthly,40,1979
1463,8,Bachelor,Other,Other,,,2019-05-23,Male,1,Single,1.0,4,1,7,43300,0,monthly,40,1992
1464,12,Master,Business,Human Resources,,,2016-01-24,Male,2,Single,0.0,4,1,3,43600,2,,40,1990
1465,12,Bachelor,Technical Degree,Other,,,2017-06-07,Female,3,Married,6.0,37,1,6,139100,2,monthly,40,1960
1466,6,Bachelor,Computer Science,Other,,,2015-05-31,Male,4,Single,2.0,21,6,13,95300,1,Monthly,40,1974
1467,10,Associate,Business,Sales,2019-12-18,Retired,2015-02-09,Male,1,Married,,7,2,6,27100,0,Monthly,40,1989
1468,10,Bachelor,Technical Degree,Accounting,,,2019-06-29,Male,1,Single,1.0,1,3,14,51000,3,No travel,40,1994
1469,18,Bachelor,Marketing,Marketing,2019-04-29,Went to another company,2017-04-10,Male,2,Divorced,0.0,3,3,7,33100,2,Weekly,40,1994
1470,13,Bachelor,Other,Other,,,2016-02-20,Male,1,Divorced,1.0,6,5,16,46000,2,Monthly,40,1991
1471,11,Bachelor,Marketing,Marketing,2019-08-30,Fired,2014-07-04,Female,2,Married,2.0,19,1,3,53000,0,Less than monthly,40,1978
1472,17,Bachelor,Business,Sales,2019-11-07,Went to another company,2019-06-24,Female,2,Single,0.0,1,5,6,24900,1,Less than monthly,40,1992
1473,14,Master,Other,Other,2019-06-28,Went to another company,2019-03-22,Male,4,Married,1.0,1,3,13,52800,0,No travel,40,1995
1474,7,Master,Other,Information Technology,,,2014-09-30,Male,2,Married,4.0,24,2,10,98400,1,,40,1972
1475,1,Master,Business,Other,,,2017-01-03,Male,3,Single,0.0,3,6,9,50900,1,,40,1992
1476,10,Bachelor,Finance,Other,,,2011-07-25,Male,2,Divorced,1.0,15,4,8,66000,1,No travel,40,1981
1477,6,Bachelor,Marketing,Other,,,2017-10-06,Male,2,Divorced,3.0,20,1,2,76500,0,,40,1974
1478,11,Bachelor,Business,Other,2019-05-10,Went to another company,2014-07-22,Male,3,Divorced,0.0,6,9,21,55600,5,,40,1988
1479,10,Master,Other,Other,2019-05-08,Retired,2015-03-25,Female,1,Single,,3,2,4,42100,0,No travel,40,1990
1480,13,Associate,Business,Information Technology,,,2014-06-22,Male,2,Single,3.0,22,4,9,92700,1,Weekly,40,1976
1481,17,Bachelor,Business,Human Resources,2019-04-12,Went to another company,2018-09-30,Female,2,Single,2.0,10,1,4,52000,4,Weekly,40,1987
1482,16,Doctor,Other,Human Resources,,,2018-10-28,Female,1,Married,1.0,7,1,4,43300,1,,40,1989
1483,12,Master,Computer Science,Accounting,,,2014-09-07,Male,1,Married,0.0,6,5,19,59100,4,Monthly,40,1992
1484,12,Master,Other,Other,,,2019-03-08,Male,2,Married,3.0,11,1,2,58600,3,No travel,40,1986
1485,8,Bachelor,Business,Accounting,,,2016-07-19,Female,3,Married,1.0,8,1,4,75900,2,,40,1990
1486,21,Bachelor,Other,Other,,,2019-03-21,Male,2,Married,1.0,1,1,1,43600,2,Weekly,40,1993
1487,8,Master,Other,Accounting,2019-04-29,Retired,1994-05-25,Male,4,Single,,24,1,4,133900,2,No travel,40,1970
1488,1,Bachelor,Other,Marketing,,,2019-07-09,Female,1,Married,2.0,5,4,9,31900,2,Monthly,40,1990
1489,13,Bachelor,Other,Other,,,2018-12-19,Male,1,Married,1.0,8,2,5,48800,1,,40,1989
1490,1,Bachelor,Technical Degree,Accounting,,,2013-11-02,Male,1,Married,1.0,10,8,13,66500,0,,40,1988
1491,5,Bachelor,Business,Other,2019-12-13,Retired,2014-01-23,Male,2,Single,,5,12,16,49100,0,Weekly,40,1988
1492,12,Master,Marketing,Other,,,2011-07-30,Female,4,Single,2.0,22,5,15,98200,1,Weekly,40,1975
1493,8,Bachelor,Other,Accounting,2019-06-21,Went to another company,2019-05-13,Female,1,Married,0.0,1,6,10,51000,1,Weekly,40,1994
1494,9,Bachelor,Business,Marketing,2019-03-08,Went to another company,2016-12-14,Male,3,Single,4.0,21,4,8,61900,0,Weekly,40,1972
1495,14,Bachelor,Marketing,Marketing,2019-05-17,Went to another company,2015-07-07,Male,3,Single,0.0,5,10,29,38600,1,weekly,40,1993
1496,8,Master,Business,Accounting,,,2010-05-26,Male,5,Married,2.0,33,6,18,192200,0,weekly,40,1965
1497,15,Bachelor,Computer Science,Marketing,2019-12-05,Went to another company,2019-05-11,Female,1,Single,1.0,2,12,30,29200,4,Monthly,40,1991
1498,11,Bachelor,Technical Degree,Other,,,2019-04-11,Male,1,Single,3.0,11,3,8,53300,3,Weekly,40,1984
1499,15,Master,Business,Marketing,2019-04-17,Went to another company,2012-07-05,Female,3,Married,3.0,34,1,4,90900,1,Monthly,40,1961
1500,3,Associate,Technical Degree,Information Technology,2019-11-18,Fired,2012-07-30,Male,4,Married,2.0,20,1,1,105800,2,Monthly,40,1977
1501,8,Bachelor,Other,Other,,,2016-03-17,Male,1,Single,3.0,24,2,6,78300,3,Less than monthly,40,1973
1502,9,Master,Marketing,Other,2019-10-25,Went to another company,2012-11-19,Male,4,Single,3.0,35,8,28,144200,1,weekly,40,1963
1503,9,Bachelor,Business,Accounting,,,2009-12-21,Male,1,Married,0.0,11,4,19,68500,2,Weekly,40,1982
1504,6,Master,Marketing,Information Technology,,,2015-07-08,Female,4,Married,1.0,16,1,1,94000,1,Less than monthly,40,1979
1505,11,Master,Other,Other,2019-12-19,Went to another company,2019-04-23,Female,3,Married,3.0,10,3,6,62600,1,Less than Monthly,40,1987
1506,9,Master,Life Sciences,Human Resources,2019-09-13,Went to another company,2019-07-15,Male,2,Single,2.0,7,1,1,47600,1,,40,1990
1507,15,Master,Other,Other,,,2016-10-13,Male,3,Single,1.0,8,4,7,59000,1,Monthly,40,1986
1508,18,Bachelor,Marketing,Other,,,2016-08-22,Male,1,Single,1.0,12,1,2,54900,0,,40,1982
1509,7,Master,Marketing,Human Resources,,,2014-09-28,Male,2,Single,4.0,22,3,12,74200,1,Monthly,40,1976
1510,7,Bachelor,Business,Human Resources,,,2016-12-25,Female,1,Married,2.0,11,1,2,48700,1,No travel,40,1984
1511,12,Associate,Computer Science,Sales,,,2018-09-12,Female,3,Married,3.0,12,5,15,38000,1,No travel,40,1984
1512,8,Bachelor,Marketing,Marketing,2019-10-04,Went to another company,2011-12-14,Female,2,Married,1.0,20,43,52,54600,3,Weekly,40,1974
1513,15,Master,Other,Other,,,2017-06-19,Female,1,Single,1.0,2,1,6,40800,1,monthly,40,1992
1514,7,Master,Other,Information Technology,2019-12-13,Went to another company,2018-05-22,Female,3,Single,4.0,23,9,13,105100,1,monthly,40,1971
1515,9,Master,Technical Degree,Sales,,,2019-06-25,Female,2,Single,0.0,1,2,4,24900,0,,40,1995
1516,6,Master,Other,Accounting,,,2010-12-20,Male,3,Single,1.0,19,2,7,105000,1,No travel,40,1979
1517,7,Master,Marketing,Marketing,,,2016-02-06,Female,2,Married,3.0,27,18,46,67200,1,,40,1968
1518,7,Bachelor,Other,Marketing,,,2017-02-24,Female,1,Divorced,5.0,21,1,5,51200,1,Monthly,40,1975
1519,11,Master,Marketing,Other,2019-08-28,Retired,2018-11-27,Male,2,Married,4.0,29,1,7,99800,3,,40,1968
1520,7,Bachelor,Business,Marketing,2019-04-02,Went to another company,2014-04-17,Male,2,Single,1.0,14,14,21,45800,1,Monthly,40,1984
1521,9,Master,Technical Degree,Marketing,,,2019-04-06,Female,1,Married,0.0,1,1,5,28300,0,No travel,40,1995
1522,12,Bachelor,Marketing,Other,,,2015-02-02,Female,2,Single,1.0,10,2,3,56900,3,Monthly,40,1987
1523,11,Below College,,Other,2019-11-20,Went to another company,2018-04-17,Male,2,Single,4.0,19,3,7,74300,2,,40,1975
1524,13,Bachelor,Other,Other,,,2016-06-07,Male,1,Married,3.0,11,3,11,53300,0,No travel,40,1983
1525,11,Bachelor,Marketing,Other,2019-11-08,Retired,2018-02-20,Female,2,Single,5.0,23,7,16,83600,0,No travel,40,1970
1526,15,Master,Technical Degree,Marketing,,,2016-07-24,Male,2,Divorced,1.0,7,1,3,37200,2,Less than Monthly,40,1990
1527,10,Bachelor,Life Sciences,Human Resources,2019-01-04,Went to another company,2014-05-04,Female,1,Single,1.0,11,1,4,48700,1,No travel,40,1983
1528,10,Bachelor,Business,Marketing,,,2017-06-25,Female,1,Married,3.0,20,1,2,49700,1,Less than Monthly,40,1973
1529,2,Below College,,Accounting,,,2017-02-23,Female,1,Married,2.0,13,3,8,72700,1,Weekly,40,1984
1530,9,Bachelor,Marketing,Other,2019-11-25,Retired,2003-01-24,Male,2,Married,,16,2,6,68000,1,Monthly,40,1980
1531,1,Bachelor,Marketing,Information Technology,2019-06-12,Went to another company,2011-03-08,Male,1,Single,1.0,16,4,8,70600,2,Monthly,40,1980
1532,12,Master,Finance,Accounting,2019-10-14,Went to another company,2017-04-23,Male,3,Married,5.0,26,1,1,129200,1,No travel,40,1970
1533,17,Bachelor,Business,Other,,,2017-10-26,Female,2,Single,1.0,12,1,6,60400,1,Less than monthly,40,1985
1534,3,Bachelor,Computer Science,Information Technology,2019-07-08,Retired,2014-01-24,Female,1,Married,,6,3,6,52500,3,monthly,40,1988
1535,4,Bachelor,Business,Other,,,2019-02-18,Female,1,Single,1.0,5,2,6,44600,0,Weekly,40,1990
1536,8,Master,Marketing,Other,,,2013-12-09,Male,3,Single,1.0,12,1,3,66400,0,,40,1985
1537,6,Bachelor,Life Sciences,Sales,,,2009-04-11,Male,1,Single,0.0,11,1,5,30500,0,,40,1984
1538,10,Bachelor,Finance,Sales,,,2019-05-21,Female,2,Married,0.0,1,11,14,24900,1,Less than monthly,40,1994
1539,10,Master,Other,Other,,,2019-03-13,Male,3,Married,4.0,13,1,2,68400,1,monthly,40,1982
1540,4,Master,Other,Marketing,2019-05-14,Retired,2014-12-09,Female,4,Married,5.0,42,7,13,126700,0,Less than monthly,40,1953
1541,5,Bachelor,Other,Other,2019-10-15,Went to another company,2017-07-02,Male,1,Married,2.0,13,5,13,56500,1,Monthly,40,1982
1542,10,Master,Life Sciences,Marketing,2019-06-26,Retired,2004-02-24,Male,4,Single,,16,5,7,58700,1,Monthly,40,1982
1543,10,Bachelor,Finance,Other,,,2019-05-16,Female,1,Married,1.0,7,5,18,47400,1,Less than monthly,40,1990
1544,13,Bachelor,Other,Other,,,2014-11-30,Male,3,Married,2.0,18,6,7,79300,1,Monthly,40,1979
1545,12,Master,Business,Other,2019-12-13,Went to another company,2013-07-17,Female,2,Married,0.0,7,1,3,52100,4,Monthly,40,1988
1546,14,Bachelor,Business,Accounting,2019-11-06,Went to another company,2018-12-25,Female,2,Single,0.0,2,2,8,57800,1,,40,1992
1547,17,Bachelor,Other,Marketing,2019-07-31,Went to another company,2018-08-24,Female,1,Married,0.0,2,2,5,29200,1,Monthly,40,1993
1548,14,Master,Computer Science,Marketing,2019-07-05,Went to another company,2012-10-15,Male,3,Single,2.0,28,1,4,76100,1,Weekly,40,1970
1549,8,Bachelor,Marketing,Sales,2019-01-29,Went to another company,2014-12-19,Female,3,Married,2.0,14,2,8,40300,3,Weekly,40,1983
1550,8,Bachelor,Other,Accounting,2019-10-07,Fired,2013-05-24,Female,2,Divorced,1.0,11,2,4,75400,0,,40,1983
1551,11,Bachelor,Business,Marketing,,,2018-04-12,Male,1,Single,5.0,22,2,3,52700,1,Monthly,40,1972
1552,10,Master,Other,Other,,,2015-04-21,Female,4,Married,2.0,16,1,1,82200,1,Weekly,40,1977
1553,15,Master,Computer Science,Sales,2019-04-30,Retired,2016-03-06,Male,4,Married,3.0,29,1,4,69000,2,Weekly,40,1969
1554,11,Bachelor,Life Sciences,Other,,,2017-08-10,Male,1,Single,3.0,12,4,8,54900,1,monthly,40,1982
1555,4,Bachelor,Computer Science,Human Resources,,,2013-02-07,Male,2,Single,0.0,7,4,5,47600,2,Monthly,40,1987
1556,15,Master,Marketing,Information Technology,,,2009-11-09,Female,2,Single,1.0,18,3,10,82400,2,,40,1978
1557,5,Master,Other,Other,,,2014-08-21,Male,3,Married,2.0,19,1,3,81700,2,Monthly,40,1979
1558,7,Bachelor,Computer Science,Accounting,,,2013-01-20,Female,2,Married,2.0,15,6,8,84800,2,,40,1981
1559,1,Master,Other,Other,,,2014-03-28,Female,2,Married,0.0,6,1,2,50600,1,No travel,40,1992
1560,7,Bachelor,Finance,Other,,,2016-06-17,Female,2,,4.0,21,1,2,78800,1,Less than Monthly,40,1975
1561,8,Bachelor,Computer Science,Sales,,,2013-07-03,Female,4,Married,2.0,23,4,7,57800,2,Weekly,40,1971
1562,11,Bachelor,Other,Accounting,,,2019-07-30,Male,1,Single,4.0,15,1,3,77100,2,No travel,40,1978
1563,17,Bachelor,Other,Human Resources,,,2017-08-26,Male,1,Married,4.0,18,5,17,59900,3,Monthly,40,1980
1564,10,Master,Other,Other,,,2014-08-31,Female,3,Married,1.0,10,1,2,62600,2,,40,1983
1565,22,Master,Business,Marketing,,,2017-04-15,Female,2,Single,3.0,16,2,6,48500,1,Monthly,40,1982
1566,14,Master,Other,Marketing,2019-01-25,Retired,2007-12-19,Male,2,Married,,11,1,1,41900,1,monthly,40,1985
1567,14,Master,Business,Sales,,,2019-01-11,Female,4,Divorced,2.0,13,2,7,43000,1,weekly,40,1981
1568,3,Master,Finance,Other,2019-09-20,Went to another company,2008-10-12,Female,2,Married,0.0,12,11,20,60400,2,Less than Monthly,40,1985
1569,14,Bachelor,Other,Other,,,2013-10-03,Male,2,Married,1.0,10,5,6,56900,1,No travel,40,1984
1570,16,Master,Other,Accounting,,,2015-01-01,Female,2,Married,3.0,19,4,13,95500,2,,40,1978
1571,7,Bachelor,Business,Accounting,,,2017-01-12,Female,1,Single,1.0,2,7,13,52500,0,Monthly,40,1991
1572,7,Bachelor,Business,Marketing,,,2008-05-28,Male,1,Single,0.0,12,2,3,39200,1,Monthly,40,1986
1573,15,Bachelor,Other,Human Resources,2019-04-16,Fired,2019-03-09,Female,2,Married,3.0,11,1,3,53600,1,Less than Monthly,40,1983
1574,1,Bachelor,Other,Other,2019-09-23,Went to another company,2014-04-09,Male,1,Married,3.0,25,7,18,80600,1,No travel,40,1972
1575,6,Bachelor,Marketing,Information Technology,,,2012-02-20,Male,2,Single,0.0,8,2,8,61300,2,,40,1987
1576,11,Bachelor,Marketing,Marketing,,,2017-05-19,Female,3,Single,4.0,23,1,2,65700,1,Monthly,40,1975
1577,4,Bachelor,Marketing,Information Technology,,,2018-10-18,Male,1,Single,0.0,2,6,25,46700,2,,40,1994
1578,12,Bachelor,Business,Other,,,2016-07-13,Female,3,Single,3.0,12,7,12,66400,1,Monthly,40,1986
1579,8,Associate,Business,Marketing,,,2012-12-29,Male,2,Married,3.0,25,3,6,63300,0,,40,1969
1580,14,Master,Business,Human Resources,,,2015-01-29,Male,3,Married,1.0,13,3,11,62500,1,No travel,40,1983
1581,6,Bachelor,Other,Accounting,,,2015-12-03,Male,2,Married,5.0,21,4,7,101300,1,Weekly,40,1974
1582,10,Bachelor,Marketing,Marketing,,,2014-07-05,Female,1,Single,3.0,19,1,2,48200,1,No travel,40,1976
1583,7,Master,Finance,Accounting,,,2014-04-07,Male,2,Married,0.0,6,1,3,65000,2,Monthly,40,1988
1584,8,Master,Finance,Other,,,2017-01-30,Female,4,Divorced,5.0,19,4,7,89900,1,Monthly,40,1975
1585,14,Bachelor,Marketing,Other,,,2017-07-20,Male,1,Married,2.0,17,3,11,63600,1,No travel,40,1978
1586,11,Associate,Other,Accounting,,,2010-05-31,Female,2,Single,0.0,10,7,10,73200,1,Weekly,40,1986
1587,8,Bachelor,Other,Marketing,2019-08-09,Went to another company,2018-05-06,Male,2,Married,1.0,1,1,5,31200,1,Weekly,40,1995
1588,10,Bachelor,Technical Degree,Other,2019-01-01,Went to another company,2014-07-20,Female,3,Single,3.0,25,9,11,97500,0,No travel,40,1968
1589,8,Bachelor,Other,Other,,,2012-07-20,Female,2,Divorced,3.0,28,1,2,96900,1,Monthly,40,1968
1590,7,Bachelor,Other,Other,,,2010-01-24,Female,3,Married,1.0,18,2,11,79300,5,No travel,40,1979
1591,9,Bachelor,Finance,Other,,,2013-08-18,Female,3,Single,1.0,10,3,5,62600,0,,40,1985
1592,6,Bachelor,Other,Other,,,2015-10-02,Male,2,Married,2.0,14,1,5,64100,3,Weekly,40,1983
1593,8,Bachelor,Marketing,Accounting,,,2016-05-28,Female,1,Married,3.0,18,1,4,84300,1,Monthly,40,1977
1594,15,Master,Other,Marketing,,,2018-08-25,Male,3,Married,1.0,1,8,17,34300,2,Monthly,40,1994
1595,10,Bachelor,Marketing,Sales,,,2017-04-18,Female,1,Single,1.0,13,1,5,32300,1,No travel,40,1983
1596,11,Master,Other,Accounting,,,2017-08-08,Female,1,Married,1.0,9,4,5,64600,1,Weekly,40,1989
1597,7,Master,Business,Marketing,2019-08-30,Went to another company,2010-05-19,Female,2,Divorced,2.0,24,1,3,61500,2,Weekly,40,1972
1598,10,Bachelor,Computer Science,Other,,,2017-08-18,Female,2,Married,2.0,14,2,8,64100,1,No travel,40,1981
1599,15,Bachelor,Computer Science,Other,,,2013-12-06,Female,3,Married,3.0,33,21,33,123600,1,Less than Monthly,40,1961
1600,7,Master,Other,Other,,,2013-12-12,Female,3,Divorced,3.0,25,2,8,97500,0,No travel,40,1971
1601,4,Bachelor,Finance,Other,2019-02-22,Went to another company,2014-12-23,Male,1,Single,0.0,6,1,6,46000,0,Monthly,40,1990
1602,15,Bachelor,Life Sciences,Other,2019-08-12,Went to another company,2016-03-27,Female,1,Single,4.0,12,1,2,54900,2,Monthly,40,1982
1603,1,Bachelor,Business,Accounting,2019-11-14,Retired,1999-05-04,Male,1,Single,,21,3,11,92100,1,No travel,40,1973
1604,15,Master,Business,Other,2019-07-03,Retired,2008-07-15,Male,5,Single,3.0,40,1,6,183900,1,Less than Monthly,40,1958
1605,13,Master,Other,Sales,,,2018-01-14,Female,3,Divorced,1.0,1,1,5,27400,0,,40,1993
1606,7,Master,Life Sciences,Other,,,2016-08-18,Male,2,Married,2.0,8,7,12,53600,2,,40,1989
1607,10,Bachelor,Marketing,Other,2019-07-24,Fired,2012-02-26,Male,1,Single,3.0,26,3,10,83000,3,Weekly,40,1968
1608,7,Bachelor,Finance,Other,2019-03-15,Went to another company,2011-10-30,Female,4,Single,1.0,23,10,17,101100,1,,40,1973
1609,15,Bachelor,Business,Information Technology,,,2011-07-13,Female,1,Divorced,0.0,9,1,2,57400,0,,40,1985
1610,16,Bachelor,Finance,Other,2019-02-15,Retired,1998-12-08,Female,1,Married,,24,1,2,78300,2,Monthly,40,1969
1611,5,Master,Marketing,Other,,,2019-05-08,Female,1,Married,0.0,1,7,13,39700,0,Monthly,40,1994
1612,8,Bachelor,Other,Human Resources,,,2019-04-23,Female,1,Married,0.0,1,7,10,36300,1,Monthly,40,1995
1613,14,Bachelor,Other,Other,2019-09-18,Went to another company,2016-07-02,Female,1,Single,7.0,32,17,26,99100,2,Monthly,40,1965
1614,13,Master,Marketing,Marketing,,,2017-10-08,Female,2,Married,2.0,20,5,8,54600,1,Weekly,40,1976
1615,13,Bachelor,Finance,Other,,,2013-01-05,Female,3,Single,3.0,32,2,7,120000,1,Less than monthly,40,1964
1616,12,Bachelor,Other,Accounting,,,2019-03-19,Male,3,Single,2.0,13,1,5,88000,1,No travel,40,1985
1617,15,Bachelor,Other,Sales,,,2014-12-13,Female,4,Single,2.0,17,5,7,48400,0,No travel,40,1980
1618,14,Bachelor,Marketing,Accounting,,,2016-06-28,Male,1,Single,3.0,17,1,2,81800,3,No travel,40,1980
1619,12,Doctor,Business,Marketing,2019-11-08,Went to another company,2012-03-05,Male,3,Married,2.0,18,13,28,56600,2,monthly,40,1979
1620,6,Master,Business,Other,,,2014-07-02,Male,4,Divorced,2.0,19,3,4,89900,2,Monthly,40,1977
1621,8,Bachelor,Finance,Accounting,,,2018-04-16,Female,2,Single,2.0,13,1,3,80000,1,,40,1985
1622,13,Bachelor,Other,Other,2019-03-01,Retired,1999-04-10,Female,1,Married,,21,1,3,71600,1,No travel,40,1975
1623,1,Associate,Other,Human Resources,,,2016-04-07,Male,3,Married,3.0,14,2,8,64400,1,No travel,40,1979
1624,9,Doctor,Computer Science,Other,2019-02-26,Retired,2002-02-21,Female,4,Single,,18,1,2,87200,4,No travel,40,1980
1625,10,Bachelor,Marketing,Other,2019-12-25,Went to another company,2017-06-20,Male,2,Single,7.0,31,1,4,105900,4,Weekly,40,1967
1626,9,Master,Marketing,Marketing,,,2014-12-30,Male,3,Single,3.0,18,1,4,56600,0,Monthly,40,1975
1627,14,Bachelor,Finance,Sales,,,2013-01-17,Female,2,,1.0,12,4,7,34500,2,Less than monthly,40,1983
1628,7,Bachelor,Finance,Other,2019-12-27,Retired,2017-09-14,Female,2,Married,,5,1,2,49100,1,No travel,40,1992
1629,12,Master,Business,Other,2019-07-22,Fired,2019-05-21,Female,2,Married,1.0,5,4,18,49100,1,No travel,40,1988
1630,9,Master,Business,Accounting,,,2017-08-06,Male,3,Single,1.0,6,1,4,71500,1,Monthly,40,1991
1631,19,Bachelor,Technical Degree,Marketing,,,2017-03-23,Male,2,Married,3.0,18,5,15,51500,3,Monthly,40,1978
1632,1,Associate,Marketing,Other,2019-04-17,Went to another company,2018-12-16,Female,1,Single,2.0,4,3,4,43300,1,Weekly,40,1991
1633,11,Bachelor,Finance,Information Technology,,,2013-06-23,Male,3,Married,0.0,7,10,15,65500,2,,40,1987
1634,10,Master,Business,Human Resources,,,2018-11-28,Female,2,Single,0.0,2,5,7,41100,0,monthly,40,1991
1635,5,Master,Business,Accounting,2019-06-27,Retired,1998-12-06,Female,2,Married,,20,8,12,98300,1,Less than monthly,40,1976
1636,11,Master,Other,Marketing,2019-03-06,Retired,2007-04-11,Female,5,Married,,12,4,14,57400,2,,40,1985
1637,13,Master,Other,Other,,,2017-09-29,Male,3,Single,0.0,3,1,1,50900,3,Weekly,40,1994
1638,8,Bachelor,Business,Marketing,,,2015-08-18,Female,1,Married,1.0,8,1,3,34800,4,Monthly,40,1986
1639,10,Bachelor,Life Sciences,Human Resources,2019-09-13,Fired,2015-07-17,Female,1,Single,1.0,17,4,10,58200,1,No travel,40,1981
1640,8,Bachelor,Business,Other,,,2015-07-17,Female,3,Married,2.0,13,2,9,68400,2,Monthly,40,1980
1641,14,Bachelor,Other,Other,,,2012-02-08,Male,2,Single,2.0,22,1,4,81100,1,Monthly,40,1972
1642,12,Bachelor,Finance,Accounting,2019-10-17,Fired,2019-06-04,Male,4,Single,5.0,23,1,7,130000,1,Monthly,40,1975
1643,11,Bachelor,Marketing,Marketing,,,2014-08-30,Male,1,,1.0,8,1,4,34800,2,Weekly,40,1985
1644,9,Bachelor,Other,Accounting,,,2017-08-08,Female,2,Single,0.0,3,9,15,59500,2,Monthly,40,1993
1645,9,Bachelor,Finance,Other,2019-09-06,Retired,2002-10-27,Male,2,Divorced,,16,1,2,68000,1,,40,1982
1646,8,Master,Other,Accounting,2019-09-06,Retired,2006-04-04,Female,1,Divorced,,12,1,2,70600,1,,40,1986
1647,4,Bachelor,Computer Science,Accounting,2019-04-01,Fired,2014-04-22,Female,1,Single,1.0,8,2,6,62700,1,No travel,40,1990
1648,2,Bachelor,Finance,Sales,,,2019-02-15,Female,1,Divorced,5.0,20,1,2,39700,1,No travel,40,1975
1649,16,Bachelor,Other,Information Technology,,,2019-02-01,Female,1,,1.0,5,1,2,51000,5,Monthly,40,1992
1650,6,Master,Computer Science,Other,,,2011-08-14,Female,3,Married,2.0,22,1,3,89300,1,Weekly,40,1974
1651,1,Master,Business,Other,,,2015-04-04,Male,4,Married,4.0,20,16,18,92600,1,Weekly,40,1975
1652,11,Bachelor,Marketing,Other,2019-11-01,Went to another company,2013-03-11,Male,2,,3.0,20,1,6,76500,2,Weekly,40,1973
1653,11,Bachelor,Marketing,Other,2019-01-11,Retired,2003-11-05,Female,2,Single,,18,1,6,72100,3,,40,1978
1654,6,Bachelor,Business,Other,2019-08-23,Fired,2016-06-22,Male,2,Divorced,3.0,10,1,6,56900,1,Monthly,40,1988
1655,13,Master,Other,Other,2019-03-18,Went to another company,2012-05-24,Female,3,Married,2.0,30,7,15,113100,1,Weekly,40,1964
1656,12,Bachelor,Business,Other,2019-09-27,Retired,2005-01-31,Male,1,Married,,14,2,3,58200,1,Monthly,40,1980
1657,7,Bachelor,Business,Marketing,,,2016-09-07,Female,1,Married,3.0,16,5,14,44100,1,,40,1981
1658,7,Bachelor,Business,Other,,,2006-11-15,Female,3,Married,1.0,25,3,14,97500,3,Weekly,40,1970
1659,12,Master,Marketing,Accounting,2019-06-17,Fired,2019-03-28,Female,1,Married,1.0,3,1,3,54100,1,Weekly,40,1994
1660,10,Master,Business,Marketing,,,2017-04-22,Female,2,Single,2.0,7,21,47,37200,2,Monthly,40,1990
1661,8,Bachelor,Marketing,Other,,,2016-09-21,Male,2,Married,8.0,28,1,2,96900,1,Less than Monthly,40,1965
1662,16,Master,Business,Other,,,2016-02-23,Male,3,Married,4.0,18,1,1,79300,1,Weekly,40,1975
1663,15,Master,Life Sciences,Other,,,2009-02-01,Female,3,Divorced,0.0,11,1,2,64500,1,Weekly,40,1986
1664,5,Master,Marketing,Marketing,,,2018-05-05,Male,1,Married,1.0,4,2,7,31000,1,Less than Monthly,40,1990
1665,12,Bachelor,Business,Accounting,,,2016-07-09,Male,3,Single,3.0,29,3,10,141100,2,No travel,40,1968
1666,15,Master,Finance,Other,,,2018-10-04,Male,1,Single,0.0,2,1,3,40800,5,,40,1991
1667,8,Associate,Business,Other,,,2013-07-28,Male,2,Married,1.0,14,1,4,64100,1,No travel,40,1979
